cuenta_id_legacy;empresa_id_legacy;codigo_legacy;nombre_legacy;concepto_canonico;preferida
6373;147;5010;GASTOS GENERALES;GASTOS GENERALES;1
6374;147;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
6375;147;5012;CANON;CANON;1
6376;147;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
6377;147;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
6378;147;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
6379;147;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
6380;147;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
6381;147;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
6382;147;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
6383;147;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
6384;147;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
6385;147;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
6386;147;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
6387;147;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
6388;147;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6389;147;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
6390;147;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
6391;147;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6392;147;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
6393;147;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
6394;147;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
6395;147;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
6396;147;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
6397;147;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
6398;147;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
6399;147;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
6400;147;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
6401;147;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
6402;147;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
6403;147;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
6404;147;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
6405;147;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
6406;147;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
6407;147;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
6408;147;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
6409;147;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
6410;147;5051;BANCO HIPOTECARIO - COMISIONES CUENTA;BANCO HIPOTECARIO - COMISIONES CUENTA;1
6411;147;5040;BBVA FRANCES - COMISIONES BANCARIAS;BBVA FRANCES - COMISIONES BANCARIAS;1
6426;149;4000;VENTAS;VENTAS;1
6427;149;5000;COMPRAS;COMPRAS;1
6428;149;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
6429;149;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
6430;149;5003;FLETES Y CORREO;FLETES Y CORREO;1
6431;149;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
6432;149;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
6433;149;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
6434;149;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
6435;149;5010;GASTOS GENERALES;GASTOS GENERALES;1
6436;149;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
6437;149;5012;CANON;CANON;1
6438;149;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
6439;149;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
6440;149;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
6441;149;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
6442;149;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
6443;149;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
6444;149;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
6445;149;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
6446;149;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
6447;149;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
6448;149;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
6449;149;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
6450;149;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6451;149;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
6452;149;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
6453;149;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6454;149;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
6455;149;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
6456;149;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
6457;149;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
6458;149;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
6459;149;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
6460;149;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
6461;149;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
6462;149;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
6463;149;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
6464;149;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
6465;149;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
6466;149;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
6467;149;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
6468;149;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
6469;149;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
6470;149;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
6471;149;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
6472;149;5051;BANCO HIPOTECARIO - COMISIONES CUENTA;BANCO HIPOTECARIO - COMISIONES CUENTA;1
6473;149;5040;BBVA FRANCES - COMISIONES BANCARIAS;BBVA FRANCES - COMISIONES BANCARIAS;1
6474;145;4000;VENTAS;VENTAS;1
6475;145;5000;COMPRAS;COMPRAS;1
6476;145;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
6477;145;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
6478;145;5003;FLETES Y CORREO;FLETES Y CORREO;1
6479;145;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
6480;145;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
6481;145;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
6482;145;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
6483;145;5010;GASTOS GENERALES;GASTOS GENERALES;1
6484;145;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
6485;145;5012;CANON;CANON;1
6486;145;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
6487;145;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
6488;145;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
6489;145;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
6490;145;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
6491;145;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
6492;145;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
6493;145;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
6494;145;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
6495;145;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
6496;145;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
6497;145;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
6498;145;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6499;145;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
6500;145;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
6501;145;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6502;145;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
6503;145;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
6504;145;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
6505;145;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
6506;145;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
6507;145;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
6508;145;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
6509;145;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
6510;145;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
6511;145;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
6512;145;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
6513;145;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
6514;145;9999;NO APLICA;NO APLICA;1
6529;148;4000;VENTAS;VENTAS;1
6530;148;5000;COMPRAS;COMPRAS;1
6531;148;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
6532;148;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
6533;148;5003;FLETES Y CORREO;FLETES Y CORREO;1
6534;148;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
6535;148;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
6536;148;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
6537;148;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
6538;148;5010;GASTOS GENERALES;GASTOS GENERALES;1
6539;148;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
6540;148;5012;CANON;CANON;1
6541;148;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
6542;148;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
6543;148;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
6544;148;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
6545;148;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
6546;148;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
6547;148;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
6548;148;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
6549;148;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
6550;148;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
6551;148;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
6552;148;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
6553;148;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6554;148;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
6555;148;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
6556;148;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6557;148;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
6558;148;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
6559;148;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
6560;148;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
6561;148;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
6562;148;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
6563;148;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
6564;148;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
6565;148;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
6566;148;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
6567;148;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
6568;148;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
6569;148;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
6570;148;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
6571;148;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
6572;148;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
6573;148;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
6574;148;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
6575;148;5051;BANCO HIPOTECARIO - COMISIONES CUENTA;BANCO HIPOTECARIO - COMISIONES CUENTA;1
6576;148;5040;BBVA FRANCES - COMISIONES BANCARIAS;BBVA FRANCES - COMISIONES BANCARIAS;1
6591;151;4000;VENTAS;VENTAS;1
6592;151;5000;COMPRAS;COMPRAS;1
6593;151;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
6594;151;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
6595;151;5003;FLETES Y CORREO;FLETES Y CORREO;1
6596;151;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
6597;151;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
6598;151;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
6599;151;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
6600;151;5010;GASTOS GENERALES;GASTOS GENERALES;1
6601;151;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
6602;151;5012;CANON;CANON;1
6603;151;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
6604;151;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
6605;151;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
6606;151;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
6607;151;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
6608;151;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
6609;151;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
6610;151;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
6611;151;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
6612;151;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
6613;151;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
6614;151;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
6615;151;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6616;151;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
6617;151;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
6618;151;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6619;151;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
6620;151;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
6621;151;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
6622;151;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
6623;151;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
6624;151;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
6625;151;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
6626;151;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
6627;151;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
6628;151;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
6629;151;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
6630;151;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
6631;151;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
6632;151;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
6633;151;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
6634;151;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
6635;151;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
6636;151;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
6637;151;5051;BANCO HIPOTECARIO - COMISIONES CUENTA;BANCO HIPOTECARIO - COMISIONES CUENTA;1
6638;151;5040;BBVA FRANCES - COMISIONES BANCARIAS;BBVA FRANCES - COMISIONES BANCARIAS;1
6653;150;4000;VENTAS;VENTAS;1
6654;150;5000;COMPRAS;COMPRAS;1
6655;150;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
6656;150;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
6657;150;5003;FLETES Y CORREO;FLETES Y CORREO;1
6658;150;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
6659;150;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
6660;150;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
6661;150;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
6662;150;5010;GASTOS GENERALES;GASTOS GENERALES;1
6663;150;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
6664;150;5012;CANON;CANON;1
6665;150;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
6666;150;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
6667;150;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
6668;150;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
6669;150;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
6670;150;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
6671;150;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
6672;150;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
6673;150;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
6674;150;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
6675;150;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
6676;150;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
6677;150;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6678;150;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
6679;150;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
6680;150;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
6681;150;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
6682;150;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
